,Married,Number_of_Dependents,Tenure_in_Months,Phone_Service,Multipl_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Customer_Status
5834,Yes,0,32,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,Churned
5835,No,0,31,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
5837,Yes,0,58,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
5839,Yes,0,1,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,Churned
5840,No,0,48,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
5841,Yes,0,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
5842,Yes,0,3,Yes,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,Churned
5843,Yes,0,2,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
5844,No,0,8,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
5846,Yes,0,35,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
5847,Yes,0,13,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,Churned
5848,Yes,1,30,Yes,No,Yes,Cable,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
5850,Yes,0,33,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,Stayed
5851,Yes,0,54,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Churned
5852,Yes,2,67,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
5853,Yes,0,25,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
5854,No,0,72,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
5855,No,0,18,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
5860,No,0,10,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
5861,Yes,0,10,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,One Year,No,Credit Card,Stayed
5862,Yes,0,45,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
5863,No,0,28,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Churned
5864,No,0,64,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
5865,No,0,48,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,Churned
5866,Yes,0,68,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,Stayed
5867,No,0,6,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
5870,No,0,20,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,Stayed
5871,No,0,3,Yes,No,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
5872,No,0,52,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
5873,Yes,0,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
5874,No,0,41,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
5876,Yes,1,68,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,Stayed
5877,No,0,20,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,One Year,No,Credit Card,Stayed
5878,Yes,0,7,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
5881,Yes,0,7,Yes,No,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,Stayed
5882,No,0,62,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
5886,Yes,1,72,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
5888,Yes,0,15,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
5890,Yes,0,69,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
5893,No,0,46,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,Stayed
5894,Yes,0,34,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,No,Credit Card,Stayed
5895,Yes,0,31,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,Churned
5896,Yes,1,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
5900,No,0,62,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
5901,No,0,25,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
5903,No,0,25,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
5904,Yes,4,18,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,Stayed
5905,No,0,9,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
5906,No,0,68,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,Stayed
5907,No,1,1,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
5908,No,0,47,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Churned
5910,No,0,2,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,Churned
5912,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
5913,No,0,51,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned
5915,Yes,3,32,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,One Year,No,Credit Card,Stayed
5916,No,0,29,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
5917,Yes,0,41,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
5920,Yes,2,57,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
5925,No,0,14,Yes,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,Stayed
5927,No,0,23,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
5928,Yes,0,7,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
5929,Yes,0,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,Stayed
5930,Yes,3,4,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,Churned
5931,No,0,64,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed
5932,No,0,35,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
5933,No,2,11,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Stayed
5934,No,0,27,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,Stayed
5935,Yes,0,64,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
5936,No,0,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
5937,Yes,0,34,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned
5938,No,0,69,Yes,Yes,Yes,Cable,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,Stayed
5939,No,0,9,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
5941,No,0,21,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,Stayed
5942,No,1,13,Yes,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
5943,No,0,7,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
5945,No,0,57,Yes,No,Yes,DSL,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
5946,No,0,11,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
5948,Yes,0,72,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,Stayed
5949,Yes,0,45,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
5951,No,0,42,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
5953,No,0,55,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,Stayed
5954,No,0,1,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,Churned
5955,No,0,6,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
5958,No,0,5,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
5959,Yes,0,43,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
5961,Yes,1,71,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,Stayed
5962,Yes,0,32,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,No,Mailed Check,Stayed
5964,Yes,0,72,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
5965,No,0,12,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,Churned
5966,No,0,51,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed
5968,No,0,26,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,Stayed
5971,No,0,3,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
5972,No,0,18,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
5973,No,0,26,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,Stayed
5974,Yes,0,65,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,Stayed
5975,No,0,41,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
5976,No,0,67,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Churned
5977,Yes,3,22,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
5978,Yes,2,64,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,One Year,No,Mailed Check,Stayed
5980,No,0,3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
5981,No,0,1,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Churned
5982,Yes,0,65,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed
5983,No,0,24,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
5985,Yes,0,13,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
5987,Yes,0,72,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
5992,Yes,0,61,Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
5993,Yes,0,23,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
5994,Yes,0,72,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
5995,Yes,0,62,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
5997,Yes,0,64,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
5998,No,0,47,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,Stayed
5999,No,0,54,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,Churned
6002,Yes,1,34,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed
6004,Yes,3,12,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
6005,Yes,0,68,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
6006,Yes,0,64,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Two Year,No,Mailed Check,Stayed
6008,No,0,11,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
6009,No,0,15,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
6010,No,0,5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,Churned
6011,Yes,0,14,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
6012,No,0,23,Yes,Yes,Yes,Cable,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
6013,Yes,0,50,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Churned
6014,Yes,0,17,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
6015,No,0,59,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Two Year,No,Credit Card,Stayed
6016,No,0,15,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Churned
6017,Yes,0,61,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,Stayed
6019,No,0,69,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
6020,No,0,35,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
6021,Yes,0,48,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
6022,Yes,3,72,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
6023,Yes,0,62,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed
6024,No,0,40,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
6025,No,0,1,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Churned
6026,Yes,0,16,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,Stayed
6027,No,0,1,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
6028,Yes,3,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
6029,Yes,0,44,Yes,No,Yes,DSL,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
6030,No,0,59,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
6031,No,0,18,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,Stayed
6032,No,0,23,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
6033,Yes,0,7,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
6034,No,0,51,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,Stayed
6036,Yes,0,69,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
6038,Yes,3,35,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
6039,Yes,3,26,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed
6041,Yes,0,49,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,Churned
6042,Yes,0,68,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
6043,No,0,44,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Stayed
6045,Yes,3,24,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
6047,No,0,56,Yes,No,Yes,Cable,Yes,No,No,No,No,Yes,One Year,No,Credit Card,Stayed
6049,No,0,6,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
6051,Yes,2,43,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
6052,Yes,0,41,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
6053,No,0,15,Yes,No,Yes,Cable,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
6054,No,0,22,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
6055,Yes,0,44,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,Stayed
6056,No,0,12,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
6058,Yes,0,17,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,Churned
6059,Yes,3,41,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,Churned
6060,No,0,10,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
6061,Yes,0,26,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
6064,No,2,50,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,No,Credit Card,Stayed
6067,Yes,0,14,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
6068,Yes,0,24,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
6069,No,0,19,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
6070,Yes,5,7,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
6071,Yes,0,42,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
6072,Yes,0,63,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,Stayed
6075,No,0,37,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,Stayed
6076,No,0,18,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,Stayed
6077,No,0,44,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,Stayed
6078,No,0,7,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
6079,Yes,2,69,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,Stayed
6080,Yes,0,55,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Two Year,No,Credit Card,Stayed
6081,No,0,14,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
6082,No,0,1,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
6083,Yes,3,47,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,Stayed
6084,Yes,0,72,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
6087,Yes,2,65,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,Stayed
6089,No,0,4,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
6090,No,0,45,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
6092,No,2,2,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
6093,Yes,0,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
6096,No,0,1,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
6097,No,0,52,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Churned
6098,No,0,5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
6100,Yes,0,67,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Mailed Check,Stayed
6101,Yes,0,29,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
6102,Yes,0,65,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,Stayed
6103,Yes,0,17,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Churned
6106,Yes,2,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
6107,Yes,0,34,Yes,Yes,Yes,Cable,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
6108,No,0,3,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned
6109,No,0,10,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Stayed
6110,Yes,0,4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
6111,No,0,15,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
6112,Yes,0,52,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed
6113,No,0,21,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
6114,Yes,0,68,Yes,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,Stayed
6115,No,0,39,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
